,basy_zyzd_jbbm_for_str_8,basy_yydj,age_group,AGE-HAOCAI-8-only_disease-E,AGE-JCJY-8-only_disease-E,AGE-YP-8-only_disease-E,AGE-ZFY-8-only_disease-E,记录条数-8-only_disease
28,A02.000,6,0,158.38071428571428,1580.3190476190475,784.5690476190476,3814.30119047619,42
57,A02.004,6,0,225.86242424242425,1541.209393939394,1305.9518181818182,4762.54,33
144,A03.901,3,0,103.15620689655171,574.5689655172414,459.0793103448276,2304.9513793103447,29
213,A04.900,6,0,48.355357142857144,976.12875,411.26803571428576,2205.6773214285718,56
233,A04.900x,5,0,71.17557377049181,605.6180327868852,313.352131147541,1574.9109836065572,61
242,A04.900x,6,0,158.08273381294964,1241.8258992805754,448.1688489208633,2702.4994244604313,139
300,A08.000,2,0,59.401228070175435,605.5123684210527,410.56921052631577,1603.063245614035,114
302,A08.000,3,0,53.081283524904215,572.8031800766283,262.0715517241379,1431.9830268199235,522
310,A08.000,4,0,89.67333333333333,660.4833333333333,279.28433333333334,1889.714,30
313,A08.000,5,0,51.99239101717305,600.6456538969617,275.11282694848086,1543.672034346103,757
320,A08.000,6,0,79.05581709145427,895.394700149925,346.28383058470763,2073.515224887556,1334
331,A08.101,2,0,89.40619047619047,634.9285714285714,677.8919047619047,1995.5680952380953,21
402,A09.000x,6,8,414.06625,4671.547083333334,2477.4908333333337,10236.65125,24
440,A09.001,5,5,101.17384615384616,1651.4884615384615,1073.654230769231,3939.849230769231,26
441,A09.001,5,6,53.11838709677419,1119.741935483871,631.6058064516129,2324.3812903225803,31
442,A09.001,5,8,59.7304,1233.172,663.2912,2681.2603999999997,25
444,A09.001,6,0,62.273448275862066,807.7080459770116,401.23678160919536,2010.9437931034481,87
472,A09.004,2,0,42.676086956521736,604.795652173913,399.07652173913044,1585.2308695652173,23
481,A09.004,3,0,63.34911290322581,607.0640725806452,437.8923387096774,1869.155685483871,248
482,A09.004,3,1,38.95515151515151,708.9563636363637,506.31515151515157,1827.682424242424,33
483,A09.004,3,2,45.80304347826087,894.3526086956522,552.9682608695653,1952.7943478260868,23
484,A09.004,3,3,56.955555555555556,969.4296296296296,572.3329629629629,2196.1651851851852,27
485,A09.004,3,4,59.62352941176471,1266.6911764705883,917.404705882353,2971.0673529411765,34
486,A09.004,3,5,48.75820512820513,1393.5076923076924,774.9561538461538,2905.7587179487177,39
488,A09.004,3,8,64.27102564102564,1576.3197435897437,1069.811794871795,3753.450512820513,39
489,A09.004,3,9,68.3925,1711.107142857143,1034.8992857142857,3690.1025,28
499,A09.004,5,0,53.423323170731706,672.3466463414635,329.2407317073171,1711.3499390243903,328
500,A09.004,5,1,42.49076923076923,1019.4,532.5184615384616,2290.647948717949,39
501,A09.004,5,2,36.166896551724136,1232.8620689655172,497.91758620689654,2274.2310344827583,29
502,A09.004,5,3,39.91958333333333,1254.0125,663.1654166666667,2578.9445833333334,24
504,A09.004,5,5,71.5326530612245,1927.3602040816324,922.4202040816326,3782.379387755102,49
505,A09.004,5,6,233.75965517241377,2014.698275862069,1680.0151724137932,5244.608620689655,29
506,A09.004,5,8,119.35342105263159,2386.057894736842,1178.5963157894737,4825.029736842105,38
507,A09.004,5,9,103.7352380952381,2153.247619047619,1281.0533333333333,5182.925714285714,21
508,A09.004,6,0,102.16447712418301,927.7343464052288,498.82823529411763,2522.353921568628,306
509,A09.004,6,1,60.82622222222222,1257.1271111111112,636.1475555555555,2649.7586666666666,45
510,A09.004,6,2,61.174523809523805,1326.9092857142857,822.854761904762,3049.9759523809525,42
511,A09.004,6,3,110.56258064516129,1732.7425806451615,1282.1493548387098,4132.772903225806,31
512,A09.004,6,4,143.79787878787877,2352.6151515151514,1175.628787878788,4787.123636363637,33
513,A09.004,6,5,86.84018181818182,2099.284727272727,1244.2754545454545,4711.620545454545,55
514,A09.004,6,6,158.53636363636363,2276.5896969696973,1633.4736363636364,5489.698484848484,33
515,A09.004,6,8,237.06694444444443,3263.777777777778,2376.228888888889,8228.730833333333,36
516,A09.004,6,9,130.30205882352942,2815.0099999999998,1501.1373529411765,6081.1594117647055,34
542,A09.007,3,0,95.76545454545455,586.369696969697,354.1869696969697,2026.8066666666666,33
558,A09.007,6,0,76.3876923076923,595.3589743589744,376.2176923076923,1578.7164102564104,39
582,A09.900,3,0,48.5745652173913,488.754347826087,432.1632608695652,1552.996739130435,46
593,A09.900,5,0,129.20166666666668,585.9125,312.6870833333333,1916.3870833333333,24
619,A09.900x,2,0,65.24533333333333,421.54,275.403,1145.4683333333335,30
624,A09.900x,2,5,117.99586206896552,1103.4724137931034,913.5331034482758,2941.4844827586207,29
625,A09.900x,2,6,36.373333333333335,1064.6333333333334,793.3133333333334,2399.82625,24
626,A09.900x,2,8,42.82909090909091,1152.0004545454547,1232.9063636363635,3038.2077272727274,22
628,A09.900x,3,0,39.82097902097902,568.3966433566434,338.90902097902097,1491.1053146853146,143
629,A09.900x,3,1,28.95674418604651,759.693023255814,491.8827906976744,1733.86,43
630,A09.900x,3,2,38.921891891891896,898.8135135135135,487.58,1836.0991891891892,37
631,A09.900x,3,3,36.8684375,1000.00625,552.754375,1975.8403125,32
632,A09.900x,3,4,37.81589743589743,1173.814358974359,706.7712820512821,2491.128717948718,39
633,A09.900x,3,5,43.891951219512194,1187.0258536585366,707.4387804878049,2481.9187804878047,82
634,A09.900x,3,6,53.98481481481481,1226.908148148148,848.7990740740742,2868.1005555555553,54
635,A09.900x,3,8,83.84388059701493,1546.876119402985,906.533880597015,3312.0502985074627,67
636,A09.900x,3,9,73.26619047619047,1494.4238095238095,1019.9361904761905,3442.7240476190477,42
637,A09.900x,4,0,121.07666666666667,527.2195238095238,344.1404761904762,1723.7509523809522,21
646,A09.900x,5,0,44.211304347826086,596.7457391304347,285.2513043478261,1480.6422173913045,230
647,A09.900x,5,1,28.057083333333335,921.9729166666666,415.81541666666664,1811.2697916666666,48
648,A09.900x,5,2,29.772187499999998,1063.771875,552.323125,2187.98,32
649,A09.900x,5,3,31.826875,1188.746875,528.0762500000001,2225.1203125,32
650,A09.900x,5,4,46.803720930232565,1516.9093023255814,622.493488372093,2831.974651162791,43
651,A09.900x,5,5,43.373378378378376,1513.0905405405406,737.6537837837838,3003.6222972972973,74
652,A09.900x,5,6,65.46229166666667,1625.6743749999998,881.81625,3478.334166666667,48
653,A09.900x,5,8,73.63983870967742,1910.1459677419355,1041.2909677419354,4038.9933870967743,62
654,A09.900x,5,9,58.748888888888885,1578.5533333333333,845.0593333333333,3433.663111111111,45
655,A09.900x,6,0,92.0353431372549,858.0699019607844,341.63426470588234,2097.0232352941175,204
656,A09.900x,6,1,79.31709677419354,1256.9593548387097,591.0425806451613,2715.2393548387095,31
657,A09.900x,6,2,73.63939393939394,1691.2412121212121,792.5218181818182,3905.6221212121213,33
658,A09.900x,6,3,90.3184375,1561.540625,1021.5665625,3585.010625,32
659,A09.900x,6,4,154.55864864864864,1712.458108108108,805.2121621621623,3555.3505405405404,37
660,A09.900x,6,5,123.41147058823529,2002.015882352941,1189.835,4296.1175,68
661,A09.900x,6,6,127.822,2110.248,1160.4236,4384.0736,25
662,A09.900x,6,8,102.70852459016393,2300.023442622951,1050.339344262295,4556.113114754099,61
663,A09.900x,6,9,115.59651162790696,2345.3132558139537,1622.5141860465117,5911.7167441860465,43
669,A09.901,1,5,54.495416666666664,1028.21875,2056.86625,4308.474583333334,24
670,A09.901,1,6,64.59954545454546,818.7159090909091,1950.93,3896.038181818182,22
672,A09.901,1,9,76.82227272727272,921.4113636363636,1341.841818181818,3955.637272727273,22
673,A09.901,2,0,140.99863636363636,576.9636363636364,964.0606818181818,2165.543181818182,44
