,basy_zyzd_jbbm_for_str_3,basy_yydj,basy_ssjczbm1_for_str_3,age_group,AGE-HAOCAI-3-3-E,AGE-JCJY-3-3-E,AGE-YP-3-3-E,AGE-ZFY-3-3-E,记录条数-3-3
95,A08,6,,0,277.6137777777778,1637.5482222222222,586.4566666666667,3877.883333333333,45
122,A09,3,,0,273.396,577.7857142857143,1096.8251428571427,3034.4671428571432,35
146,A09,5,,0,269.9539130434782,653.1695652173913,358.42304347826087,2250.041304347826,23
179,A09,6,,0,325.4367924528302,1314.8162264150942,968.2588679245283,4269.044716981132,53
189,A09,6,17.,0,347.8419047619048,727.7152380952381,581.0266666666666,2902.3790476190475,21
302,A15,5,33.,6,471.6645454545455,3179.706363636364,2152.8195454545453,8432.732272727271,22
326,A15,6,,1,513.53,2766.618461538462,2486.195,8811.231923076923,26
327,A15,6,,2,486.1759259259259,4133.377777777778,4153.835,12544.445370370371,54
328,A15,6,,3,483.5833333333333,4711.307435897435,4237.5210256410255,12978.26564102564,39
329,A15,6,,4,457.4863157894737,4421.063157894737,5121.050175438596,13779.691228070176,57
330,A15,6,,5,405.93272,4849.7464,4880.80792,13341.51432,125
331,A15,6,,6,415.0821848739496,4758.417142857143,5194.099411764705,14077.015462184874,119
332,A15,6,,8,446.4466326530612,5092.852959183674,4048.5071428571428,13729.461530612245,98
333,A15,6,,9,389.27944444444444,5678.287777777778,6098.586111111112,17149.705,36
358,A15,6,32.,4,19053.847083333334,6557.96625,7783.285,47535.676666666666,24
359,A15,6,32.,5,15599.997441860465,7312.121162790698,5375.723720930232,39633.679069767444,43
360,A15,6,32.,6,13315.084090909093,6850.993636363636,4354.094545454545,37548.07272727272,22
364,A15,6,33.,1,1589.4082978723404,6136.8661702127665,5106.472127659575,17027.008723404255,47
365,A15,6,33.,2,505.71444444444444,5261.123968253968,3754.287777777778,12816.170714285714,126
366,A15,6,33.,3,593.1795652173913,6064.31768115942,4794.87811594203,15263.527971014491,69
367,A15,6,33.,4,745.4905882352941,6553.49611764706,4535.246,16408.914705882355,85
368,A15,6,33.,5,592.8185549132947,6309.695895953757,4091.6953757225438,14455.46612716763,173
369,A15,6,33.,6,597.3821551724138,6069.862241379311,3701.0189655172417,13909.237586206897,116
370,A15,6,33.,8,636.8821238938053,5997.49371681416,3339.940265486726,13625.889115044247,113
371,A15,6,33.,9,824.5928,7067.528,3351.5748,15967.6432,25
373,A15,6,34.,2,1793.8759459459461,5904.318378378378,5084.100810810811,18418.249459459457,37
374,A15,6,34.,3,1969.5668181818182,5702.41090909091,3992.0386363636367,17228.751363636366,22
375,A15,6,34.,4,1043.3520833333334,4708.354166666667,2803.3391666666666,13415.167916666667,24
376,A15,6,34.,5,1804.9767567567567,6177.291081081081,5248.180270270271,18725.55756756757,37
377,A15,6,34.,6,1081.3473529411765,6538.966764705882,3515.7629411764706,15500.928235294119,34
378,A15,6,34.,8,691.3511538461539,6559.321538461539,3942.431923076923,15845.193076923078,26
512,A16,5,,5,425.64846153846156,3127.257692307692,3336.351153846154,10428.040384615384,26
513,A16,5,,6,406.0878571428571,4141.2,4055.19,12634.991785714286,28
514,A16,5,,8,325.1616666666667,3588.0416666666665,2298.32875,9166.56125,24
528,A16,5,33.,5,439.8254054054054,3146.99054054054,1776.9808108108107,7773.2654054054055,37
529,A16,5,33.,6,573.6886956521739,3292.5334782608697,1874.1308695652174,8342.76,23
