,basy_zyzd_jbbm_for_str_7,basy_yydj,basy_ssjczbm1_for_str_7,age_group,AGE-HAOCAI-7-7-E,AGE-JCJY-7-7-E,AGE-YP-7-7-E,AGE-ZFY-7-7-E,记录条数-7-7
123,A08.000,6,,0,277.78857142857146,1645.182619047619,574.4988095238095,3831.515476190476,42
528,A15.000,6,,4,451.1786666666667,5199.276666666667,7148.339000000001,16895.816666666666,30
529,A15.000,6,,5,410.7002564102564,5353.852051282051,5875.015128205128,15083.266025641025,78
530,A15.000,6,,6,430.6258904109589,5473.549589041096,6471.2421917808215,16620.78191780822,73
531,A15.000,6,,8,407.12920634920636,5565.138412698412,4187.698888888889,14020.301428571429,63
574,A15.000,6,33.2400,6,529.1151851851852,5961.322962962963,2797.6203703703704,12792.84037037037,27
581,A15.000,6,33.2403,2,367.9690909090909,5652.397727272727,5595.354545454546,15171.34181818182,44
584,A15.000,6,33.2403,5,484.6768421052632,7385.185263157895,6043.135789473684,17780.79052631579,57
585,A15.000,6,33.2403,6,524.7692307692307,7127.807692307692,6243.701538461539,18141.048461538463,26
586,A15.000,6,33.2403,8,519.2692,7022.0528,4989.6312,16587.6804,25
1003,A15.300,6,33.2403,2,421.455,3948.0,1929.8945454545456,8488.055,22
1379,A16.008,6,,1,593.5045454545455,2609.9590909090907,1265.540909090909,7301.043181818182,22
1563,A16.200,5,,8,317.1252380952381,3582.052380952381,2408.07380952381,9273.837142857143,21
1644,A16.200,6,,1,387.41853658536587,4060.421951219512,2785.0326829268292,10353.13512195122,41
1645,A16.200,6,,2,433.1438888888889,3817.862962962963,2920.174444444445,10385.135555555556,54
1646,A16.200,6,,3,361.34636363636366,3595.369696969697,3114.840606060606,10029.368787878788,33
1647,A16.200,6,,4,429.2428,3784.38,3717.9485999999997,11215.849199999999,50
1648,A16.200,6,,5,439.1884375,4546.41296875,3942.87828125,11963.3775,64
1649,A16.200,6,,6,406.94823529411764,5187.614117647059,4675.423333333333,14137.652352941177,51
1650,A16.200,6,,8,385.31350877192983,5481.251578947369,5397.592456140351,15545.216140350878,57
1651,A16.200,6,,9,406.84680000000003,5777.5,6571.988399999999,18066.4032,25
1698,A16.200,6,33.2200,5,521.4236666666667,9012.666666666666,7027.2193333333325,21570.749666666667,30
1711,A16.200,6,33.2400,2,371.9491304347826,4723.734782608695,1445.3004347826088,9510.89956521739,23
1714,A16.200,6,33.2400,5,498.3534482758621,5515.515172413793,1350.5675862068965,9827.89551724138,29
1722,A16.200,6,33.2403,2,346.8376086956522,6618.819565217392,3648.7156521739134,13451.65152173913,46
1723,A16.200,6,33.2403,3,419.35133333333334,6721.658666666667,4807.528333333334,15551.023,30
1724,A16.200,6,33.2403,4,415.53419354838707,7043.677419354839,4679.845806451613,15228.077419354839,31
1725,A16.200,6,33.2403,5,474.5997058823529,6876.474264705882,3944.5517647058828,14430.904411764706,68
1726,A16.200,6,33.2403,6,563.4611428571428,7163.590857142857,3884.6780000000003,14796.16142857143,35
1727,A16.200,6,33.2403,8,470.79757575757577,6694.573939393939,5056.347575757576,15851.871212121212,33
2124,A16.500,6,34.0401,3,685.7347826086956,4087.9678260869564,1461.3295652173913,9482.93304347826,23
3504,A37.900,6,,0,319.7725,1256.565,1931.293409090909,6466.606363636363,44
3527,A37.901,6,,0,280.3124074074074,1619.9537037037037,3014.8950000000004,8614.422592592593,54
3958,A41.501,6,,5,450.39958333333334,6622.896250000001,5607.662916666667,16350.226666666667,24
3959,A41.501,6,,6,734.5591666666666,6099.509999999999,5867.589166666668,17043.125833333335,24
3960,A41.501,6,,8,577.8337142857143,7167.634285714286,7596.486285714286,20695.112,35
3961,A41.501,6,,9,617.9438461538462,8084.089615384615,6844.331538461538,22728.840384615385,26
4384,A41.900,1,,0,410.325,1136.090909090909,1445.4422727272727,6879.735000000001,22
4579,A41.900,6,,0,415.9431818181818,2398.820075757576,1991.114696969697,7381.8907575757585,132
4584,A41.900,6,,5,613.6139999999999,6123.035999999999,4759.356,14990.461666666666,30
4585,A41.900,6,,6,723.4469999999999,6169.7300000000005,5971.635,16954.79725,40
4586,A41.900,6,,8,522.4970769230769,7394.111076923076,7373.706153846154,20070.28723076923,65
4587,A41.900,6,,9,959.2234042553191,8239.565744680851,7782.535106382979,23192.350212765956,47
4592,A41.900,6,03.3101,0,845.4676666666667,6509.2519999999995,3084.0243333333333,15371.117333333334,30
4601,A41.900,6,17.9500,0,427.0733333333334,1135.3283333333334,1216.214,4540.259,30
4822,A41.900,6,93.9000,9,1803.736153846154,10553.988461538462,9370.371153846154,31524.595384615382,26
4849,A41.900,6,96.7101,8,1832.7674193548387,9353.572580645161,10694.109999999999,29717.11677419355,31
4850,A41.900,6,96.7101,9,1810.4634782608694,8578.710869565217,10562.489565217391,26819.991739130437,23
4858,A41.900,6,96.7201,8,4715.7932,28556.0112,32965.5188,93807.18519999999,25
4859,A41.900,6,96.7201,9,3803.1684615384615,34764.467307692306,28194.511538461542,93857.60884615385,26
4912,A41.901,3,,0,259.507619047619,1018.1142857142858,1186.935238095238,3724.4738095238095,21
4918,A41.901,3,,8,498.90592592592594,5068.585185185185,4787.4051851851855,13327.691851851852,27
5039,A41.901,5,,0,275.0421,1236.9867,1120.5839999999998,4134.6067,100
5044,A41.901,5,,6,371.784,6223.148,4667.2648,16332.263200000001,25
5045,A41.901,5,,8,540.4009090909091,5355.915151515152,5167.21303030303,15952.279696969696,33
5046,A41.901,5,,9,419.21000000000004,5250.625641025641,4349.2697435897435,15805.010256410256,39
5215,A41.901,6,,0,346.5998795180723,1833.7489457831325,1351.5138855421687,5047.6127710843375,332
5216,A41.901,6,,1,338.65956521739133,1840.304347826087,2024.5204347826088,5997.040869565218,23
5219,A41.901,6,,4,455.71846153846155,5276.6030769230765,5773.641794871794,14984.035897435899,39
5220,A41.901,6,,5,501.2202127659574,6400.849893617022,6328.787021276596,17215.160957446806,94
5221,A41.901,6,,6,617.5529113924051,6896.43911392405,6191.279873417721,17656.93151898734,79
5222,A41.901,6,,8,516.26608,6376.44424,5368.563679999999,16085.69904,125
5223,A41.901,6,,9,623.8818633540373,7383.867204968945,6116.967577639752,19553.264223602484,161
5233,A41.901,6,03.3101,0,725.8821428571429,5172.949821428571,3715.1030357142854,13984.503928571428,56
5299,A41.901,6,33.2403,9,1101.814090909091,12086.46590909091,13647.401363636365,38096.35318181818,22
5358,A41.901,6,38.9303,9,1569.8631818181818,14632.2,12118.806363636364,44111.07,22
5379,A41.901,6,38.9900,0,350.668,1609.3,863.834,4244.973999999999,25
5397,A41.901,6,39.9500,6,4341.71,10902.17,9808.53761904762,35051.27428571429,21
5562,A41.901,6,57.9400,8,1338.3,12441.479565217393,6879.896956521739,28386.709130434785,23
5563,A41.901,6,57.9400,9,3175.314,13339.388,11990.516333333333,38996.341,30
5648,A41.901,6,89.5200,0,271.25615384615384,1550.2053846153844,817.9146153846153,4004.7496153846155,26
5684,A41.901,6,93.3504,0,314.43285714285713,2328.6166666666663,1790.4404761904761,6806.831666666667,42
5690,A41.901,6,93.9000,0,2659.9717857142855,9840.596428571429,9115.683571428572,30712.25357142857,28
5695,A41.901,6,93.9000,6,1309.7815384615385,11140.03,9015.94576923077,30891.839615384615,26
5696,A41.901,6,93.9000,8,1164.343111111111,11223.208444444444,8858.518444444444,31162.509777777777,45
5697,A41.901,6,93.9000,9,1164.6263888888889,11631.10138888889,9058.055972222222,31960.188333333335,72
5700,A41.901,6,93.9401,0,322.68086419753087,1855.1050617283952,1265.6641975308642,5150.348641975309,81
5719,A41.901,6,96.0400,8,2035.640606060606,10883.701515151515,11486.964545454546,34580.25212121212,33
5720,A41.901,6,96.0400,9,4129.691153846154,16678.116538461538,16415.385000000002,57485.99115384615,26
5742,A41.901,6,96.7101,8,2059.853469387755,10356.613061224489,9713.719795918369,30696.74265306122,49
5743,A41.901,6,96.7101,9,2102.0642857142857,10172.736428571428,8389.656666666668,28622.48261904762,42
5755,A41.901,6,96.7201,5,15932.327307692309,35543.125,60609.77115384616,164132.07576923075,26
5756,A41.901,6,96.7201,6,8446.828214285715,30470.720357142858,53913.65964285714,127187.56428571428,28
