,basy_zyzd_jbbm_for_str_6,basy_yydj,HAOCAI-6-only_disease-E,JCJY-6-only_disease-E,YP-6-only_disease-E,ZFY-6-only_disease-E,记录条数-6-only_disease
4,A02.00,6,518.375,3333.3459523809524,2888.4688095238093,9472.493809523809,42
24,A04.90,6,397.86016666666666,2203.976666666667,1393.1875,5718.788666666666,60
33,A08.00,6,307.0202197802198,1743.5201098901098,734.6913186813188,4396.373956043956,91
40,A09.00,3,296.98400000000004,1254.8,1153.055,4009.9083333333333,30
42,A09.00,5,541.1718604651163,3039.8720930232557,2494.0593023255815,8582.389069767441,43
43,A09.00,6,601.4832258064516,4142.083790322581,2943.1160483870967,10700.228951612902,124
45,A09.90,2,465.4019047619048,681.8238095238095,1408.777619047619,3794.280952380952,21
46,A09.90,3,647.2730952380953,1186.057142857143,1854.0207142857141,5137.4383333333335,42
48,A09.90,5,351.9726984126984,2096.8809523809523,1287.4703174603176,5099.61873015873,63
49,A09.90,6,451.16083333333336,2575.5613020833334,1742.9628645833334,6971.460520833333,192
52,A15.00,3,807.839347826087,1518.8739130434783,2111.177608695652,6510.893913043478,46
54,A15.00,5,569.3167816091953,3262.112068965517,2557.2082183908046,9548.001781609195,174
55,A15.00,6,864.9936730769231,6052.170538461539,5478.663663461539,16810.84698076923,1040
62,A15.20,6,6252.791965065503,7064.569781659388,3984.871484716157,24890.308253275107,229
66,A15.30,6,932.8234444444445,4503.0100555555555,2879.0707222222222,12041.136444444444,360
73,A15.60,6,2719.086967213115,6445.031311475409,4262.166721311476,20104.781229508197,122
78,A16.00,5,562.8705555555556,3630.0493055555553,3670.7316666666666,12010.688888888888,72
79,A16.00,6,676.5663976945245,4267.00469740634,2282.8788472622477,10485.87878962536,347
82,A16.01,6,2010.145,3938.9333333333334,2418.588,12066.234333333334,30
86,A16.02,6,2365.1524999999997,7461.625,1967.5680555555555,15940.044444444444,36
91,A16.20,3,566.9706315789474,4536.764842105264,3362.823263157895,13968.053684210527,95
93,A16.20,5,866.6063837638376,3821.7238007380074,2606.7035424354244,10774.550147601476,271
94,A16.20,6,1597.8540422535214,6228.155070422535,4516.2596056338025,16735.825091549294,1420
98,A16.40,6,1028.90725,3419.11875,1568.4645,9435.49675,40
100,A16.50,3,565.083125,2485.61375,1893.308125,7084.0909375,32
102,A16.50,5,491.4259349593496,3212.814308943089,1575.6236585365853,8003.581138211382,123
103,A16.50,6,1311.6453789279112,5496.949316081331,3480.3984658040667,14801.07900184843,541
105,A16.70,6,431.30625000000003,4963.4375,2729.5033333333336,11915.922083333333,24
106,A16.80,6,31037.83380952381,9124.357142857143,19537.273333333334,77273.3961904762,21
114,A17.00,6,2258.8702608695653,9388.439391304348,9264.136260869565,29926.847304347826,115
119,A17.80,6,1811.629863945578,10795.342925170067,10220.413673469388,32358.95380952381,147
125,A18.00,5,7741.366666666666,5385.973333333333,5759.1033333333335,35206.40904761905,21
126,A18.00,6,21284.163596491228,7834.220307017544,7162.590877192983,53295.2398245614,228
130,A18.01,6,14733.190833333334,9334.350416666666,5097.8029166666665,51912.7525,24
133,A18.02,6,4018.6690909090908,5019.907727272727,4797.91,22388.70727272727,22
138,A18.03,6,7177.719,6904.822749999999,7182.7392500000005,34163.959500000004,40
145,A18.10,6,2782.445,4904.847962962963,2801.9355555555553,18009.89074074074,108
149,A18.11,6,1336.260425531915,4372.06829787234,2581.0772340425533,13010.44425531915,47
155,A18.20,6,1141.509497716895,4414.032420091324,2303.4641552511416,11730.826255707763,219
161,A18.30,6,2211.762293577982,8304.22504587156,9315.382752293577,28144.739449541285,109
166,A18.31,6,982.925974025974,6110.457662337662,3401.46,14780.677402597401,77
178,A18.80,6,2437.8266666666664,9774.789375,4909.044375,24151.341458333332,48
184,A19.00,6,892.4870588235293,9944.257882352942,9719.91494117647,28876.10188235294,85
191,A19.80,6,843.9586666666667,7845.5924,6717.577333333334,21687.7384,75
219,A37.90,6,434.8552662721893,1999.068402366864,2041.663372781065,7839.443846153847,169
229,A40.30,6,904.5044827586207,7032.961724137932,7598.95551724138,21430.179310344825,29
238,A41.00,6,3768.2947524752476,17111.060594059407,15841.726633663366,53693.10326732673,101
241,A41.10,6,2957.5336170212763,13883.099148936171,17465.075957446807,49523.72829787234,47
246,A41.20,6,1641.0627272727272,13767.328000000001,11802.131636363636,38934.39927272727,55
254,A41.50,3,814.4785714285714,5725.926571428571,5335.1131428571425,18248.084857142858,35
256,A41.50,5,1093.5651933701658,7288.625248618784,6291.575469613259,20337.59917127072,181
257,A41.50,6,2692.458152350081,13539.203290113452,16739.105121555916,46887.929562398705,617
262,A41.80,5,2429.14347826087,9738.313043478262,12154.110434782608,37125.68,23
263,A41.80,6,3492.39298245614,18846.298684210524,23892.95692982456,68370.6852631579,114
264,A41.90,1,557.6356756756757,1803.5729729729728,3576.5075675675675,9943.679999999998,37
265,A41.90,2,552.710909090909,4547.050454545454,5113.973181818182,14678.69090909091,44
266,A41.90,3,1044.3513609467457,5711.174822485207,6438.097781065088,20503.961420118343,338
267,A41.90,4,1906.3576923076923,9428.86298076923,10702.852307692308,33303.500096153846,104
268,A41.90,5,1675.1929221556886,6851.4563353293415,7389.541688622754,23802.724419161677,835
269,A41.90,6,2006.8639843049325,9579.331829596413,9872.625679372197,30665.23902690583,4460
279,A46.x0,6,401.9464102564103,3057.1128205128202,2883.315641025641,9748.284871794871,39
283,A48.10,6,1091.6325,8566.351666666667,6759.375833333333,25433.78625,24
304,A49.80,6,1060.7874074074073,5930.648148148148,6379.61962962963,18894.516296296297,27
310,A49.81,6,1198.4903125,7895.24140625,8219.1109375,26641.10546875,64
315,A49.90,6,694.5791228070176,6417.085087719298,5069.395438596491,16238.229824561404,57
325,A52.30,6,445.76483870967746,3978.703870967742,3923.6593548387095,12016.232258064516,31
345,A63.00,5,465.594054054054,1741.8181081081082,832.6086486486487,5407.757027027027,37
346,A63.00,6,680.8404411764706,1978.4720588235296,1254.5030882352942,8892.940147058824,68
365,A86.x0,5,628.9748484848484,4459.684242424242,3049.389090909091,12182.972727272727,66
366,A86.x0,6,744.5762500000001,7052.939605263158,4002.885065789474,17213.663837719298,456
373,A87.90,6,484.4612195121951,5832.782987804878,2748.383231707317,12667.9825,164
396,B00.90,6,641.5949999999999,5871.525666666666,3252.096,13599.330333333333,30
403,B01.90,6,392.8125,6978.595833333333,1378.8008333333335,12012.999166666666,24
409,B02.20,3,780.2185148514852,1329.0235643564356,3017.000594059406,8641.446831683168,101
411,B02.20,5,999.1849650349651,2078.5118881118883,1394.6546853146854,7702.97034965035,143
412,B02.20,6,784.5691965973534,3159.5346030245746,1750.8132986767484,10548.610141776937,1058
415,B02.30,6,323.5996153846154,2107.269230769231,1359.9199999999998,5950.680384615384,26
422,B02.80,6,425.99253968253964,2249.0476190476193,2189.5749206349205,8532.887777777778,63
425,B02.90,3,314.7696666666667,1280.3266666666668,813.389,4133.360333333333,30
427,B02.90,5,367.2154838709678,1471.4129032258065,1266.8209677419354,5179.640967741935,31
428,B02.90,6,411.8644520547945,2266.728698630137,1673.1205479452055,7510.683698630138,146
450,B08.50,6,307.92660377358493,1259.0984905660378,967.7377358490565,3894.0130188679245,53
460,B16.90,6,481.86454545454546,3148.5227272727275,2092.785909090909,7454.558181818182,22
463,B17.20,6,4174.707777777778,5883.972962962963,5472.850740740741,21367.35037037037,27
470,B18.10,5,430.3002380952381,2625.179761904762,2721.300357142857,7696.58,84
471,B18.10,6,1417.3558708414873,3951.441076320939,4199.108062622309,13086.070919765167,511
474,B18.20,6,1241.3087671232877,4229.71095890411,3258.4875342465753,11398.916164383561,73
481,B20.00,6,606.6831578947368,5031.41052631579,5069.975789473684,15617.677368421053,57
483,B20.10,6,445.77924528301884,6946.077735849057,8842.038113207547,21355.866603773582,53
494,B20.60,6,840.9345238095239,6305.848095238095,6420.924285714286,18859.948095238095,42
497,B20.70,6,737.038,10260.80370212766,18987.04144680851,39492.887574468084,235
516,B22.70,6,973.5597902097901,11100.541258741257,22762.11853146853,45658.934895104896,143
522,B24.x0,3,1382.330909090909,8847.121212121212,10985.251212121211,43732.68363636364,33
525,B24.x0,6,620.16328125,5982.62484375,4352.75296875,14733.27953125,64
541,B27.00,6,344.07444444444445,1448.0557777777778,1330.5134444444445,4796.427333333334,90
545,B27.80,6,422.3737254901961,2357.7960784313727,3498.430392156863,9196.947843137255,51
548,B27.90,3,287.3651724137931,898.3655172413794,1147.923103448276,3529.448620689655,29
550,B27.90,5,294.77566666666667,1000.3,862.9023333333333,3346.4356666666667,30
551,B27.90,6,390.2357209302325,2189.1674418604653,1240.978,5442.969069767442,215
572,B37.10,5,1481.3851851851853,9844.22037037037,12649.806666666665,36369.485555555555,27
573,B37.10,6,1427.392268370607,8989.022204472843,11206.082204472843,31250.454408945687,313
594,B44.00,6,1296.5778873239437,7734.080845070423,17986.318028169015,33885.56633802817,71
597,B44.10,5,2505.0212500000002,6608.466666666667,11381.552083333334,28569.09833333333,24
598,B44.10,6,1937.0710185185185,9094.081913580247,16868.496975308644,37223.63410493827,324
602,B44.80,6,2011.960769230769,3048.2793846153845,3098.7127692307695,15042.754,65
606,B45.00,6,7887.626571428571,7974.604,4755.288285714286,28220.568571428572,35
608,B45.10,6,2238.2488888888893,10835.519777777778,15679.78777777778,37841.84444444445,45
619,B49.x0,3,778.9758823529413,1744.4929411764706,1463.6509803921567,8550.140588235294,51
621,B49.x0,5,812.937441860465,2056.6992441860466,1782.2858139534883,9386.214127906977,172
622,B49.x0,6,1906.7742398884238,3930.0187029288704,4709.058521617852,17771.853249651325,717
627,B49.x1,5,1058.3550847457627,4230.92220338983,6806.48813559322,17215.06474576271,59
628,B49.x1,6,1530.4003431372548,7086.751568627451,11643.465931372548,29455.01774509804,204
633,B59.x0,6,1720.7930555555554,10467.398333333334,13947.058472222221,35420.96958333333,72
643,B67.00,6,11998.313846153846,8555.226346153846,10986.695,48569.751730769225,52
647,B67.50,6,10735.449684210525,8990.314736842105,9350.436421052631,42365.073684210525,95
652,B67.80,6,7089.956229508197,7068.033934426229,9008.948032786884,34396.93950819672,61
675,B90.90,6,2643.7061538461535,4224.3105128205125,1442.126923076923,11165.652564102564,39
684,B94.80,6,2374.7888095238095,3499.3938095238095,2306.5542857142855,13165.770238095238,42
692,B99.x0,6,491.6986419753087,3814.4274074074074,1783.067037037037,8190.241234567901,81
700,C01.x0,6,8061.036206896552,6264.280344827586,3709.7462068965515,31374.624827586205,29
704,C02.20,6,8787.331818181818,7659.273636363636,7730.815909090909,37477.946363636365,22
713,C02.90,6,14307.896293103448,6716.826724137931,5518.487586206896,42695.88060344828,116
717,C03.00,6,7271.659642857143,6874.428571428572,4869.654285714286,36449.642857142855,28
721,C03.10,6,18595.412444444446,8463.813333333334,7932.208,58838.12333333333,45
731,C04.90,6,21268.147209302326,7992.270930232558,5990.990697674419,56297.6788372093,43
740,C05.90,6,4508.632608695652,4988.600869565217,3127.330869565217,25578.54391304348,23
743,C06.00,6,17679.788875000002,7236.704625,6231.474625000001,52798.57325,80
751,C06.90,6,4466.014411764706,6339.762941176471,5783.2523529411765,26182.91117647059,34
757,C07.x0,6,3988.9077906976745,4952.984186046512,2653.611511627907,20455.421976744186,86
762,C08.00,6,5896.783636363637,4862.0,2149.6663636363637,20605.774545454544,22
770,C09.90,6,6193.358620689655,6728.095517241379,3547.8072413793097,26072.53896551724,29
778,C10.90,6,14246.199130434783,6917.134782608696,5130.854347826086,43481.12086956522,23
785,C11.20,6,2606.228695652174,8048.206086956521,4110.453913043479,20086.81695652174,23
787,C11.80,6,1667.4438461538462,9454.103076923077,3760.0534615384613,19475.952115384614,52
788,C11.90,1,1359.0516666666665,592.6374999999999,4034.2625000000003,19664.271666666667,24
789,C11.90,3,849.1472,3612.5,4689.9836,16048.684,25
791,C11.90,5,1242.0636842105262,3659.4868421052633,2286.8394736842106,10823.11447368421,38
792,C11.90,6,1680.7739644970413,6727.78875739645,3554.750650887574,16061.070295857988,338
794,C12.x0,6,3557.952222222222,7319.320555555555,4358.593611111111,26848.16416666667,36
801,C13.90,6,2788.222077922078,5904.886883116883,4370.217532467533,20741.977792207792,77
809,C14.80,6,9634.867826086956,7814.153043478261,6225.490000000001,36678.114347826086,23
815,C15.10,3,8887.24975609756,6756.468292682927,5126.817073170731,32123.19536585366,41
816,C15.10,4,7737.986923076924,7309.359615384616,10854.418461538462,52406.17192307692,26
817,C15.10,5,8463.953800000001,5992.384480000001,4817.66632,28464.9386,250
818,C15.10,6,12582.68245300752,8633.95852443609,8777.43105263158,42973.65753759398,1064
824,C15.30,6,8202.605538461537,6909.242307692308,5426.054769230769,30361.547846153844,65
828,C15.40,5,4777.457209302325,4998.53023255814,3775.543023255814,20133.02441860465,43
829,C15.40,6,14747.86944,8499.932506666666,8379.402,52749.544826666664,375
833,C15.50,5,7842.636818181819,6100.987045454545,5771.221818181818,31775.177272727273,44
834,C15.50,6,15182.405421052634,8996.380789473686,10676.470578947368,54958.939999999995,190
839,C15.80,5,6140.42,5593.937710843374,5895.670481927711,25420.445060240963,83
840,C15.80,6,10281.555573248408,7772.738789808917,7999.726942675158,38889.66668789809,314
841,C15.90,1,3219.6480821917808,1941.9027397260272,7503.058219178082,26398.035205479453,73
842,C15.90,2,3135.5002439024393,3094.1543902439025,5261.355853658537,15524.046097560977,41
843,C15.90,3,2877.915306122449,3895.078095238095,4748.596666666666,16965.9925170068,147
844,C15.90,4,5233.132333333333,4744.002666666666,9244.219333333334,27595.075666666668,30
845,C15.90,5,4571.0567507886435,4515.389621451104,4762.997097791798,19843.69807570978,317
846,C15.90,6,4976.5886039886045,5599.146752136752,5484.680883190883,23103.08819088319,702
849,C16.00,3,4980.496888888889,6369.89111111111,4508.967111111111,23234.517333333333,45
851,C16.00,5,6595.131512605042,5950.692352941177,4967.766218487395,25412.17588235294,119
852,C16.00,6,12282.261290322582,8336.028782991201,7167.841612903227,41443.61017595308,682
857,C16.10,6,14020.531573033708,8487.686741573034,7238.186292134831,42533.62662921348,89
862,C16.20,5,8191.188450704225,7138.087042253521,5911.665070422536,31311.296619718312,71
863,C16.20,6,14848.787394366196,9245.537230046948,8989.741807511738,48705.603497652584,426
865,C16.30,3,6164.8778125,4927.246875,5445.5128125,25284.5334375,32
867,C16.30,5,9885.035588235294,6873.7620588235295,5933.779509803921,32827.028039215686,102
868,C16.30,6,16287.811683899556,9354.132614475628,9371.300974889216,50490.27426883308,677
873,C16.50,5,14627.850952380952,9037.318095238095,6610.358095238094,42676.32380952381,21
874,C16.50,6,19532.280780487807,9336.525170731707,9239.153512195122,56919.13902439024,205
883,C16.80,6,13502.973715846994,8689.653825136611,8389.858961748634,45035.34081967213,183
884,C16.90,1,4656.602244897959,3352.218367346939,9353.470204081632,25092.058979591835,49
885,C16.90,2,1988.512962962963,2613.337037037037,7206.472222222223,16476.350370370372,27
886,C16.90,3,3678.6719459459464,4068.3239459459464,5071.4329729729725,18059.922324324325,185
887,C16.90,4,3393.262222222222,5899.565777777778,8170.169777777778,37303.81,45
888,C16.90,5,5703.983293650794,5126.185753968254,5001.47626984127,22893.259365079368,252
889,C16.90,6,8381.790331905782,7060.228800856531,6681.06528907923,31628.0302248394,934
893,C17.00,5,6009.450384615386,8163.757692307693,9413.39423076923,35458.26807692308,26
894,C17.00,6,12593.64403726708,10941.787080745342,14858.495403726707,58696.28428571428,161
898,C17.10,6,11285.8528,8782.735999999999,7524.9184,41868.992399999996,25
902,C17.20,6,9854.085833333333,8850.469583333334,7693.24875,38714.79791666667,24
910,C17.90,6,11051.077428571429,9303.84742857143,8639.399428571429,42467.099714285716,35
915,C18.00,5,5991.8965384615385,6163.209615384616,6273.921923076923,28693.04903846154,52
916,C18.00,6,10668.36,8504.462572815533,8542.201359223302,41473.02203883495,206
920,C18.10,6,10609.21152173913,6648.449130434782,8020.725217391304,37589.26282608696,46
923,C18.20,3,7744.843953488372,6709.956279069767,7604.539302325581,32852.65534883721,43
925,C18.20,5,8093.041048387096,7592.495080645162,5824.897096774193,32597.46814516129,124
926,C18.20,6,10936.872155172414,9226.797629310346,8616.862327586206,43970.6266954023,696
930,C18.30,5,10173.925283018869,8173.0220754716975,8570.74716981132,40775.66018867924,53
931,C18.30,6,13165.14668896321,10395.531973244148,10226.650735785952,49831.753143812704,299
936,C18.40,5,8096.368448275862,8561.381551724138,6623.128103448275,36597.276551724135,58
937,C18.40,6,11406.652366071428,8539.04799107143,7903.895267857143,42465.446696428575,224
942,C18.50,6,11658.597469879518,8991.322891566266,7595.782530120481,44828.1778313253,83
947,C18.60,5,7681.72794117647,6711.617941176471,8933.32794117647,35998.42970588236,34
948,C18.60,6,11105.300802139038,8718.53331550802,7767.138930481284,41315.39144385027,187
951,C18.70,3,6292.386091954023,5982.401609195403,6037.0863218390805,28253.283218390807,87
952,C18.70,4,6398.778823529412,5653.534411764706,7013.6114705882355,37241.42588235294,34
953,C18.70,5,7876.852712765958,6680.45574468085,6725.070744680851,31461.87856382979,188
954,C18.70,6,11465.262536534447,8219.514551148226,7796.781649269311,41599.638559498955,958
960,C18.80,6,14754.580416666666,8868.914583333333,10401.996041666667,49193.9025,48
961,C18.90,1,3358.6602702702703,2121.012162162162,6082.937567567567,19328.41783783784,37
963,C18.90,3,2483.0289156626504,4217.438674698795,4944.215542168675,16885.991807228915,83
964,C18.90,4,5678.890434782609,7218.98347826087,9330.915217391304,32695.563913043476,23
965,C18.90,5,4506.649480519481,5226.077402597403,6263.465454545455,23587.24896103896,154
966,C18.90,6,5939.42040920716,6257.2890537084395,6478.943043478261,27687.13296675192,391
971,C19.x0,5,7782.9400000000005,6900.1466666666665,6352.517333333333,30350.821333333333,30
972,C19.x0,6,10280.541620111731,8618.100055865922,6881.974078212291,38529.777430167596,179
974,C20.x0,1,5425.884137931034,2614.0836781609196,8208.989310344827,23527.584827586204,87
975,C20.x0,2,4281.107368421052,4248.776315789473,4988.236842105263,19695.245,38
976,C20.x0,3,6116.075864406779,4983.051389830508,5365.064813559323,25086.35233898305,295
977,C20.x0,4,5904.076923076923,6059.9766666666665,7067.632905982907,33528.361025641025,117
978,C20.x0,5,7796.243306264501,6443.89645011601,5624.440452436194,29665.21365429234,862
979,C20.x0,6,10727.179507918552,8070.5521578054295,6817.070509049774,38731.843235294116,3536
986,C21.10,6,5467.023333333333,6379.199523809524,5179.994761904762,28041.9,21
990,C21.80,6,7028.310714285714,8891.302857142857,5531.464857142857,31716.938571428575,70
993,C22.00,3,2090.5378723404256,3470.844255319149,5230.325531914893,15868.850212765956,47
994,C22.00,4,896.5559016393444,3896.2388524590165,4720.407213114754,27634.60016393443,61
995,C22.00,5,5791.747531645569,5777.496265822785,6181.310696202531,27540.34639240506,158
996,C22.00,6,9550.8137913486,6612.2815674300255,7189.048773536895,36962.98574554707,1965
1001,C22.10,5,4929.881538461538,5757.6857692307685,5214.053846153846,23078.807307692306,26
1002,C22.10,6,7505.95375,7528.871153846153,7611.844647435897,34330.8228525641,312
1012,C22.70,6,7255.1402499999995,6382.14675,8439.5715,32531.1745,40
1013,C22.90,1,6267.299783783784,2521.0664864864866,9098.199837837838,26458.168162162165,185
1014,C22.90,2,1608.8081818181818,2223.905909090909,7356.387272727274,15946.477727272728,22
1015,C22.90,3,1489.2960795454546,3837.1985227272726,5581.899829545455,16284.720000000001,176
1016,C22.90,4,1013.0572811059908,2552.94534562212,4204.4259447004615,20998.469032258065,217
1017,C22.90,5,2551.555711422846,4218.618717434871,5006.717795591183,17138.345771543085,499
