,basy_yydj,age_group,basy_zyzd_jbbm_3,basy_ssjczbm1_3,count,耗材费
110929,4,5,1303,96,2,525.155
110930,4,5,1306,39,1,1662.58
110931,4,5,1306,96,1,279.26
110932,4,5,1307,100,1,230.0
110933,4,5,1308,93,1,248.2
110934,4,5,1308,100,1,323.06
110935,4,5,1310,39,1,3825.61
110936,4,5,1310,96,1,412.12
110937,4,5,1310,100,1,229.2
110938,4,5,1311,39,1,3522.4
110939,4,5,1312,38,2,4467.735000000001
110940,4,5,1312,100,1,226.4
110941,4,5,1314,38,1,1216.71
110942,4,5,1316,38,2,5331.645
110943,4,5,1319,38,1,3642.91
110944,4,5,1320,38,3,3658.883333333333
110945,4,5,1320,96,1,7940.46
110946,4,5,1321,38,1,10140.0
110947,4,5,1321,39,2,4305.135
110948,4,5,1321,96,1,1258.13
110949,4,5,1321,100,1,200.64
110950,4,5,1323,100,1,528.62
110951,4,5,1324,38,1,2750.6
110952,4,5,1324,57,1,596.86
110953,4,5,1324,93,1,263.0
110954,4,5,1324,96,1,1135.1
110955,4,5,1325,38,1,1896.88
110956,4,5,1325,54,2,528.22
110957,4,5,1325,70,1,233.57
110958,4,5,1325,86,2,400.25
110959,4,5,1325,96,1,619.22
110960,4,5,1326,38,1,2354.4
110961,4,5,1326,57,1,216.0
110962,4,5,1326,79,1,295.65000000000003
110963,4,5,1326,86,1,361.35
110964,4,5,1326,100,2,883.6499999999999
110965,4,5,1327,39,2,10701.43
110966,4,5,1327,97,3,528.9566666666666
110967,4,5,1327,100,1,247.76
110968,4,5,1328,38,2,1993.8449999999998
110969,4,5,1328,39,1,4637.36
110970,4,5,1328,54,1,519.25
110971,4,5,1328,68,1,283.96
110972,4,5,1328,70,1,225.08
110973,4,5,1328,97,5,255.11399999999998
110974,4,5,1328,100,2,219.175
110975,4,5,1329,38,1,5200.51
110976,4,5,1329,39,1,5114.3
110977,4,5,1329,86,2,4630.47
110978,4,5,1329,96,2,806.4
110979,4,5,1330,54,2,322.245
110980,4,5,1330,83,1,11390.7
110981,4,5,1330,100,1,448.18
110982,4,5,1331,34,1,552.02
110983,4,5,1331,45,1,417.88
110984,4,5,1331,83,3,1117.5433333333333
110985,4,5,1331,86,1,1226.42
110986,4,5,1331,100,4,246.0875
110987,4,5,1332,39,3,8667.453333333333
110988,4,5,1332,100,1,576.19
110989,4,5,1333,54,1,303.85
110990,4,5,1333,97,6,383.51500000000004
110991,4,5,1334,38,2,2237.95
110992,4,5,1334,39,1,1578.25
110993,4,5,1334,45,1,1842.3
110994,4,5,1334,78,2,500.835
110995,4,5,1334,79,1,21274.32
110996,4,5,1334,81,2,22083.190000000002
110997,4,5,1334,84,1,3542.7
110998,4,5,1334,86,4,753.155
110999,4,5,1334,96,1,868.23
111000,4,5,1334,100,2,2766.0249999999996
111001,4,5,1335,39,2,415.4
111002,4,5,1335,78,2,385.425
111003,4,5,1335,85,2,328.7
111004,4,5,1336,1,1,15571.35
111005,4,5,1336,38,2,4007.6499999999996
111006,4,5,1336,68,1,633.1099999999999
111007,4,5,1336,78,2,388.145
111008,4,5,1336,80,1,367.74
111009,4,5,1336,83,1,424.69
111010,4,5,1336,86,4,1310.7525
111011,4,5,1336,97,9,355.69666666666666
111012,4,5,1336,100,2,257.325
111013,4,5,1337,0,1,11467.47
111014,4,5,1337,39,1,5962.0
111015,4,5,1337,79,1,258.88
111016,4,5,1338,13,1,2554.6
111017,4,5,1338,14,2,6774.289999999999
111018,4,5,1338,54,1,519.58
111019,4,5,1338,68,1,270.79
111020,4,5,1338,83,1,210.77
111021,4,5,1338,97,15,428.54066666666665
111022,4,5,1339,51,1,6213.08
111023,4,5,1339,79,1,4023.64
111024,4,5,1339,81,2,557.05
111025,4,5,1339,100,4,375.40250000000003
111026,4,5,1340,45,1,979.1
111027,4,5,1340,54,1,709.38
111028,4,5,1340,57,1,291.6
111029,4,5,1340,78,1,620.28
111030,4,5,1340,86,1,627.0
111031,4,5,1340,93,1,3623.92
111032,4,5,1340,100,3,1759.6233333333332
111033,4,5,1341,79,1,1229.42
111034,4,5,1341,86,1,406.55
111035,4,5,1341,97,1,317.49
111036,4,5,1341,100,4,358.41499999999996
111037,4,5,1342,33,1,12787.82
111038,4,5,1342,54,1,441.11
111039,4,5,1342,56,1,5969.18
111040,4,5,1342,67,1,714.53
111041,4,5,1342,69,1,224.08
111042,4,5,1342,78,1,295.7
111043,4,5,1342,97,6,335.6666666666667
111044,4,5,1342,100,2,642.855
111045,4,5,1343,3,1,581.56
111046,4,5,1343,33,1,348.25
111047,4,5,1343,59,1,263.61
111048,4,5,1343,68,1,224.21
111049,4,5,1343,78,1,702.01
111050,4,5,1343,81,1,46689.81
111051,4,5,1343,97,11,378.52727272727265
111052,4,5,1343,100,1,519.36
111053,4,5,1344,3,1,651.49
111054,4,5,1344,31,1,3045.17
111055,4,5,1344,34,1,503.62
111056,4,5,1344,49,1,279.84000000000003
111057,4,5,1344,78,1,932.81
111058,4,5,1344,84,1,560.1
111059,4,5,1344,85,3,253.35
111060,4,5,1344,86,1,533.95
111061,4,5,1344,100,3,625.5600000000001
111062,4,5,1345,35,1,2739.8300000000004
111063,4,5,1345,39,2,13899.829999999998
111064,4,5,1345,78,5,799.124
111065,4,5,1345,79,2,18061.755
111066,4,5,1345,86,2,2177.85
111067,4,5,1345,96,1,727.59
111068,4,5,1345,97,1,458.09
111069,4,5,1346,78,6,9235.206666666667
111070,4,5,1346,79,1,548.01
111071,4,5,1346,81,1,28481.14
111072,4,5,1346,97,12,367.4491666666667
111073,4,5,1346,100,2,325.45
111074,4,5,1347,41,1,286.83
111075,4,5,1347,44,1,237.67
111076,4,5,1347,78,1,4891.7
111077,4,5,1347,79,3,13304.529999999999
111078,4,5,1347,83,1,1042.6
111079,4,5,1347,86,6,386.3833333333334
111080,4,5,1347,88,10,754.2180000000001
111081,4,5,1347,100,1,429.5
111082,4,5,1348,13,2,1678.48
111083,4,5,1348,35,1,3671.58
111084,4,5,1348,39,1,498.36
111085,4,5,1348,85,1,204.51
111086,4,5,1348,88,8,1486.78125
111087,4,5,1349,29,1,458.1
111088,4,5,1349,55,1,3130.46
111089,4,5,1349,78,1,558.04
111090,4,5,1349,83,1,464.6
111091,4,5,1349,86,3,2381.81
111092,4,5,1349,97,6,559.6750000000001
111093,4,5,1349,99,1,202.41
111094,4,5,1349,100,1,272.74
111095,4,5,1350,41,1,208.37
111096,4,5,1350,48,1,261.94
111097,4,5,1350,78,2,7055.405
111098,4,5,1350,79,1,4164.16
111099,4,5,1350,81,2,9347.72
111100,4,5,1350,88,2,1883.975
111101,4,5,1350,100,4,348.245
111102,4,5,1351,3,1,239.87
111103,4,5,1351,54,1,294.9
111104,4,5,1351,56,1,2874.67
111105,4,5,1351,78,2,332.23
111106,4,5,1351,79,1,4584.490000000001
111107,4,5,1351,88,1,1195.28
111108,4,5,1351,97,4,278.365
111109,4,5,1351,100,1,227.76
111110,4,5,1352,17,1,494.25
111111,4,5,1352,57,1,12960.6
111112,4,5,1352,79,2,3565.12
111113,4,5,1352,100,2,265.225
111114,4,5,1353,13,2,277.895
111115,4,5,1353,78,1,409.38
111116,4,5,1353,81,1,1053.17
111117,4,5,1353,96,1,560.0
111118,4,5,1353,100,1,340.15
111119,4,5,1354,79,2,2660.7850000000003
111120,4,5,1354,86,2,421.485
111121,4,5,1354,100,3,298.47333333333336
111122,4,5,1355,78,2,373.68
111123,4,5,1355,88,9,836.2033333333334
111124,4,5,1355,100,1,401.8
111125,4,5,1356,100,1,626.8
111126,4,5,1357,3,1,450.75
111127,4,5,1357,38,1,1415.95
111128,4,5,1357,45,1,230.68
111129,4,5,1357,79,1,1360.9499999999998
111130,4,5,1357,88,5,1162.904
111131,4,5,1357,100,2,308.01
111132,4,5,1358,81,1,356.42
111133,4,5,1358,88,1,3311.47
111134,4,5,1358,93,1,457.72
111135,4,5,1358,97,1,391.77
111136,4,5,1358,100,5,529.318
111137,4,5,1359,44,1,263.08000000000004
111138,4,5,1359,45,3,276.7
111139,4,5,1359,54,1,213.6
111140,4,5,1359,100,2,218.15
111141,4,5,1360,88,7,1712.8999999999999
111142,4,5,1361,88,1,1105.44
111143,4,5,1362,41,1,216.64
111144,4,5,1362,99,1,272.95
111145,4,5,1363,88,12,972.555
111146,4,5,1363,100,3,258.94
111147,4,5,1364,45,1,434.71
111148,4,5,1364,88,4,1055.9275
111149,4,5,1365,57,1,387.11
111150,4,5,1365,100,1,964.9
111151,4,5,1366,44,2,597.38
111152,4,5,1366,88,18,1148.937777777778
111153,4,5,1366,100,1,230.66
111154,4,5,1367,44,1,361.8
111155,4,5,1367,100,2,1615.99
111156,4,5,1368,2,2,18711.745
111157,4,5,1368,41,1,210.98
111158,4,5,1368,45,2,380.97
111159,4,5,1368,85,1,914.94
111160,4,5,1368,97,1,1176.99
111161,4,5,1368,100,1,336.79
111162,4,5,1369,2,3,8362.393333333333
111163,4,5,1369,46,6,2165.4516666666664
111164,4,5,1369,88,1,884.37
111165,4,5,1369,97,2,612.91
111166,4,5,1369,100,4,425.96000000000004
111167,4,5,1370,16,1,6049.47
111168,4,5,1370,45,1,259.38
111169,4,5,1370,46,9,2860.6077777777778
111170,4,5,1370,97,2,274.89
111171,4,5,1371,38,1,678.1500000000001
111172,4,5,1371,45,1,534.29
111173,4,5,1371,88,1,896.64
111174,4,5,1371,100,1,259.6
111175,4,5,1372,14,1,436.83
111176,4,5,1372,86,1,982.46
111177,4,5,1372,88,3,1746.22
111178,4,5,1372,97,2,615.065
111179,4,5,1373,41,1,213.88
111180,4,5,1373,59,3,2796.0633333333335
111181,4,5,1373,78,115,595.0862608695652
111182,4,5,1373,85,1,1565.11
111183,4,5,1373,100,1,681.16
111184,4,5,1374,14,4,1554.4074999999998
111185,4,5,1374,78,159,704.7067295597484
111186,4,5,1374,85,2,3280.1549999999997
111187,4,5,1374,86,2,3589.17
111188,4,5,1374,88,1,1019.76
111189,4,5,1374,97,1,291.85
111190,4,5,1375,14,3,1727.8266666666666
111191,4,5,1376,39,3,344.00333333333333
111192,4,5,1376,66,1,633.15
111193,4,5,1377,3,2,298.75
111194,4,5,1377,34,3,1074.8233333333333
111195,4,5,1377,38,2,246.565
111196,4,5,1377,39,14,276.0728571428571
111197,4,5,1377,41,1,1661.86
111198,4,5,1377,44,1,3695.21
111199,4,5,1377,45,1,444.07
111200,4,5,1377,54,1,1804.96
111201,4,5,1377,68,1,5516.34
111202,4,5,1377,86,1,172528.13
111203,4,5,1377,92,27,1593.434074074074
111204,4,5,1377,96,1,476.69
111205,4,5,1377,99,150,709.4068
111206,4,5,1377,100,4,274.4925
111207,4,5,1378,34,4,365.0775
111208,4,5,1378,38,8,1294.25
111209,4,5,1378,39,28,410.57392857142855
111210,4,5,1378,41,3,287.53333333333336
111211,4,5,1378,44,2,3225.8599999999997
111212,4,5,1378,54,2,351.65000000000003
111213,4,5,1378,92,31,1980.753870967742
111214,4,5,1378,99,170,951.4704117647059
111215,4,5,1378,100,15,399.152
111216,4,5,1379,2,1,364.76
111217,4,5,1379,41,1,2120.69
111218,4,5,1380,2,7,55537.682857142856
111219,4,5,1380,31,3,630.0366666666666
111220,4,5,1380,45,1,3580.45
111221,4,5,1380,46,7,4194.044285714285
111222,4,5,1380,84,1,1139.3200000000002
111223,4,5,1380,86,1,4328.83
111224,4,5,1380,97,1,403.37
111225,4,5,1380,100,19,818.0736842105263
111226,4,5,1381,33,1,4675.32
111227,4,5,1381,46,17,3232.5623529411764
111228,4,5,1381,97,2,1243.185
111229,4,5,1381,100,4,653.905
111230,4,5,1382,97,2,1353.8899999999999
111231,4,5,1383,2,3,46238.119999999995
111232,4,5,1383,39,1,10124.37
111233,4,5,1383,85,1,2566.21
111234,4,5,1384,46,2,404.21
111235,4,5,1384,59,2,562.41
111236,4,5,1384,76,1,1710.99
111237,4,5,1384,78,115,706.1275652173913
111238,4,5,1384,85,1,242.54
111239,4,5,1384,86,2,586.935
111240,4,5,1384,97,2,291.125
111241,4,5,1384,100,6,386.6666666666667
111242,4,5,1385,2,3,7897.683333333333
111243,4,5,1385,13,1,6280.93
111244,4,5,1385,14,3,2964.7333333333336
111245,4,5,1385,78,278,696.6414388489209
111246,4,5,1385,85,5,1403.5459999999998
111247,4,5,1385,86,1,1326.31
111248,4,5,1385,100,1,415.91
111249,4,5,1386,13,1,6325.200000000001
111250,4,5,1386,14,9,1692.5133333333333
111251,4,5,1386,38,2,1766.2900000000002
111252,4,5,1386,39,2,286.17499999999995
111253,4,5,1386,45,1,609.27
111254,4,5,1386,46,6,1883.9933333333336
111255,4,5,1386,54,1,206.48
111256,4,5,1386,59,1,243.62
111257,4,5,1386,100,6,745.6733333333333
111258,4,5,1387,2,5,7275.022
111259,4,5,1387,8,1,257.34000000000003
111260,4,5,1387,39,2,385.365
111261,4,5,1387,46,1,790.27
111262,4,5,1387,85,1,12234.7
111263,4,5,1387,100,1,437.25
111264,4,5,1388,2,1,25044.48
111265,4,5,1388,31,2,204.945
111266,4,5,1388,34,2,708.73
111267,4,5,1388,38,12,1004.2116666666667
111268,4,5,1388,39,28,3144.7328571428575
111269,4,5,1388,44,2,812.12
111270,4,5,1388,45,3,1070.37
111271,4,5,1388,46,3,5121.236666666667
111272,4,5,1388,51,1,15141.28
111273,4,5,1388,78,111,755.5704504504505
111274,4,5,1388,85,1,1364.88
111275,4,5,1388,86,2,3553.93
111276,4,5,1388,89,1,457.54
111277,4,5,1388,92,31,1809.2512903225806
111278,4,5,1388,93,3,405.44
111279,4,5,1388,97,1,209.74
111280,4,5,1388,99,165,951.4731515151516
111281,4,5,1388,100,19,787.7310526315789
111282,4,5,1389,3,1,328.08000000000004
111283,4,5,1389,12,1,2577.87
111284,4,5,1389,14,2,850.9849999999999
111285,4,5,1389,17,1,282.08
111286,4,5,1389,31,2,228.4
111287,4,5,1389,38,8,661.2
111288,4,5,1389,39,46,1352.6828260869565
111289,4,5,1389,41,1,426.24
111290,4,5,1389,44,2,3353.925
111291,4,5,1389,45,3,6747.603333333333
111292,4,5,1389,46,7,1012.7
111293,4,5,1389,48,1,1345.59
111294,4,5,1389,54,6,993.6633333333333
111295,4,5,1389,59,1,308.63
111296,4,5,1389,68,1,476.69
111297,4,5,1389,86,1,172847.91
111298,4,5,1389,89,1,260.35
111299,4,5,1389,92,61,1660.0477049180329
111300,4,5,1389,96,1,3026.34
111301,4,5,1389,99,309,744.1088673139158
111302,4,5,1389,100,43,626.5827906976745
111303,4,5,1390,38,1,2215.0
111304,4,5,1390,78,133,610.7275187969924
111305,4,5,1390,85,2,601.305
111306,4,5,1390,99,2,2792.775
111307,4,5,1391,2,1,26932.01
111308,4,5,1391,3,2,5797.885
111309,4,5,1391,14,1,2432.59
111310,4,5,1391,39,1,11950.05
111311,4,5,1391,78,1,649.0
111312,4,5,1391,86,1,307.79
111313,4,5,1391,97,1,654.99
111314,4,5,1391,99,1,1857.56
111315,4,5,1391,100,1,738.85
111316,4,5,1392,2,3,59146.61666666667
111317,4,5,1392,3,1,1813.9
111318,4,5,1392,18,1,246.96
111319,4,5,1392,31,1,1673.6699999999998
111320,4,5,1392,33,2,1836.09
111321,4,5,1392,34,2,482.225
111322,4,5,1392,38,16,846.9325
111323,4,5,1392,39,15,357.23133333333334
111324,4,5,1392,41,1,603.66
111325,4,5,1392,54,1,245.73
111326,4,5,1392,56,1,3857.23
111327,4,5,1392,59,2,1933.75
111328,4,5,1392,78,112,634.1144642857143
111329,4,5,1392,85,1,358.22
111330,4,5,1392,86,2,6454.76
111331,4,5,1392,92,24,1498.4254166666667
111332,4,5,1392,93,1,525.97
111333,4,5,1392,97,2,972.13
111334,4,5,1392,99,180,842.229611111111
111335,4,5,1392,100,60,593.9058333333334
111336,4,5,1393,13,1,5426.719999999999
111337,4,5,1393,14,7,3213.222857142857
111338,4,5,1393,31,3,260.86
111339,4,5,1393,46,7,2129.2671428571425
111340,4,5,1393,78,113,682.8437168141593
111341,4,5,1393,85,1,261.26
111342,4,5,1393,86,1,1532.86
111343,4,5,1393,99,3,3380.3366666666666
111344,4,5,1394,2,1,27092.35
111345,4,5,1394,3,1,861.8800000000001
111346,4,5,1394,14,6,3106.366666666667
111347,4,5,1394,16,2,3870.7400000000002
111348,4,5,1394,34,1,395.3
111349,4,5,1394,38,8,500.86375000000004
111350,4,5,1394,39,29,540.1672413793103
111351,4,5,1394,41,2,522.56
111352,4,5,1394,45,1,326.43
111353,4,5,1394,50,1,4085.51
111354,4,5,1394,54,4,439.1825
111355,4,5,1394,85,1,235.1
111356,4,5,1394,86,3,6740.516666666666
111357,4,5,1394,92,23,1973.9543478260869
111358,4,5,1394,93,2,1126.255
111359,4,5,1394,96,1,842.23
111360,4,5,1394,99,172,752.8772093023256
111361,4,5,1394,100,18,513.77
111362,4,5,1395,33,1,1950.03
111363,4,5,1395,39,3,633.1633333333333
111364,4,5,1395,41,1,3913.9
111365,4,5,1395,45,1,1424.72
111366,4,5,1395,46,2,376.515
111367,4,5,1395,93,1,287.67
111368,4,5,1395,99,1,3819.62
111369,4,5,1395,100,7,1124.1228571428571
111370,4,5,1396,3,1,241.29
111371,4,5,1396,34,1,510.72
111372,4,5,1396,38,4,925.375
111373,4,5,1396,39,16,2297.600625
111374,4,5,1396,41,2,303.65
111375,4,5,1396,44,1,11953.58
111376,4,5,1396,50,1,10164.6
111377,4,5,1396,54,1,967.72
111378,4,5,1396,55,1,496.9
111379,4,5,1396,59,2,2136.205
111380,4,5,1396,82,1,223.86
111381,4,5,1396,86,1,6243.79
111382,4,5,1396,88,2,3549.68
111383,4,5,1396,92,19,1226.3584210526317
111384,4,5,1396,96,1,422.34
111385,4,5,1396,97,1,598.0
111386,4,5,1396,99,185,756.4162162162162
111387,4,5,1396,100,14,632.21
111388,4,5,1397,2,1,116129.3
111389,4,5,1397,3,5,1304.426
111390,4,5,1397,34,1,1003.0
111391,4,5,1397,38,8,1301.23875
111392,4,5,1397,39,19,941.8499999999999
111393,4,5,1397,44,1,4734.14
111394,4,5,1397,45,1,412.83
111395,4,5,1397,50,2,3875.125
111396,4,5,1397,51,1,2528.88
111397,4,5,1397,55,1,662.3
111398,4,5,1397,78,97,659.0968041237113
111399,4,5,1397,86,1,5929.1
111400,4,5,1397,92,30,1822.262
111401,4,5,1397,99,165,680.9081212121212
111402,4,5,1397,100,19,605.671052631579
111403,4,5,1398,14,2,1465.23
111404,4,5,1398,59,1,1022.25
111405,4,5,1398,97,2,538.655
111406,4,5,1399,14,2,5735.299999999999
111407,4,5,1399,39,2,1213.72
111408,4,5,1399,44,1,317.11
111409,4,5,1399,57,1,707.48
111410,4,5,1399,78,61,626.6395081967213
111411,4,5,1399,100,5,554.97
111412,4,5,1400,14,2,7935.96
111413,4,5,1400,33,1,1529.98
111414,4,5,1400,100,4,3413.96
111415,4,5,1401,3,1,567.72
111416,4,5,1401,14,4,4468.5599999999995
111417,4,5,1401,34,2,469.77
111418,4,5,1401,38,9,807.6477777777777
111419,4,5,1401,39,31,495.5012903225807
111420,4,5,1401,41,2,862.55
111421,4,5,1401,45,1,224.86
111422,4,5,1401,50,1,954.96
111423,4,5,1401,51,1,2619.59
111424,4,5,1401,54,3,1811.8766666666668
111425,4,5,1401,59,1,1060.0
111426,4,5,1401,88,1,501.84
111427,4,5,1401,92,11,1761.2772727272727
111428,4,5,1401,99,98,1312.725306122449
111429,4,5,1401,100,16,558.52875
111430,4,5,1402,6,1,1695.95
111431,4,5,1402,78,1,1279.03
111432,4,5,1402,99,5,2419.528
111433,4,5,1402,100,2,2462.32
111434,4,5,1403,38,10,1043.09
111435,4,5,1403,39,14,521.7171428571429
111436,4,5,1403,45,2,544.765
111437,4,5,1403,54,3,618.15
111438,4,5,1403,81,1,310.79
111439,4,5,1403,86,1,5443.71
111440,4,5,1403,88,1,1369.03
111441,4,5,1403,92,20,1802.4595000000002
111442,4,5,1403,93,2,249.91500000000002
111443,4,5,1403,99,96,1257.4408333333333
111444,4,5,1403,100,13,910.5461538461539
111445,4,5,1404,41,1,3733.37
111446,4,5,1404,99,6,2009.62
111447,4,5,1404,100,1,2172.19
111448,4,5,1406,100,2,371.28000000000003
111449,4,5,1407,88,1,1193.5600000000002
111450,4,5,1410,14,1,4871.5
111451,4,5,1410,100,2,688.5949999999999
111452,4,5,1411,14,3,4378.016666666666
111453,4,5,1411,97,1,411.84
111454,4,5,1412,14,2,4081.8
111455,4,5,1412,100,1,1225.29
111456,4,5,1413,41,1,6727.61
111457,4,5,1414,14,2,2121.085
111458,4,5,1414,78,1,756.9000000000001
111459,4,5,1415,2,1,13118.56
111460,4,5,1416,14,1,4731.8
111461,4,5,1416,45,1,5376.1
111462,4,5,1416,46,1,19804.710000000003
111463,4,5,1416,100,1,332.47
111464,4,5,1417,14,3,4486.416666666667
111465,4,5,1417,41,1,4662.5
111466,4,5,1417,81,1,47019.44
111467,4,5,1417,100,1,248.07
111468,4,5,1418,100,1,254.85
111469,4,5,1419,100,1,569.31
111470,4,5,1420,13,1,332.38
111471,4,5,1421,13,2,2156.2
111472,4,5,1421,14,4,3427.2400000000002
111473,4,5,1421,97,1,258.17
111474,4,5,1422,14,6,4212.224999999999
111475,4,5,1422,59,1,306.91
111476,4,5,1422,78,1,962.61
111477,4,5,1423,14,1,10304.27
111478,4,5,1423,100,1,1681.53
111479,4,6,4,96,1,2704.9
111480,4,6,4,100,1,504.64
111481,4,6,5,54,1,506.25
111482,4,6,7,17,1,234.8
111483,4,6,7,100,1,214.25
111484,4,6,8,32,1,1152.65
111485,4,6,8,44,1,218.81
111486,4,6,8,45,1,398.49
111487,4,6,8,48,1,1225.0
111488,4,6,8,100,4,449.7575
111489,4,6,9,33,11,442.60181818181815
111490,4,6,9,34,2,459.95500000000004
111491,4,6,9,45,3,256.50333333333333
111492,4,6,9,93,1,585.6700000000001
111493,4,6,9,96,1,905.44
111494,4,6,9,100,17,320.06823529411764
111495,4,6,10,32,3,20755.653333333332
111496,4,6,10,33,12,552.5241666666667
111497,4,6,10,34,8,585.6537500000001
111498,4,6,10,96,1,216.47
111499,4,6,10,100,2,242.44
111500,4,6,11,3,1,1078.22
111501,4,6,11,33,3,298.2233333333333
111502,4,6,11,34,2,1093.8
111503,4,6,11,54,1,1452.04
111504,4,6,11,55,1,694.91
111505,4,6,11,81,1,576.85
111506,4,6,11,100,1,331.11
111507,4,6,12,40,2,1483.865
111508,4,6,12,69,1,325.37
111509,4,6,12,81,1,662.1099999999999
111510,4,6,12,86,1,4602.75
111511,4,6,12,100,2,1395.65
111512,4,6,13,40,2,611.925
111513,4,6,13,41,1,325.83000000000004
111514,4,6,13,55,1,456.14
111515,4,6,13,65,1,6013.93
111516,4,6,13,80,1,66956.47
111517,4,6,13,81,2,10402.255
111518,4,6,18,100,1,404.05
111519,4,6,19,33,1,257.45
111520,4,6,19,100,1,573.04
111521,4,6,20,33,1,406.0
111522,4,6,20,38,1,6076.53
111523,4,6,21,100,1,423.51
111524,4,6,22,33,2,247.73499999999999
111525,4,6,24,33,1,837.06
111526,4,6,24,38,6,936.0116666666667
111527,4,6,24,39,1,1938.66
111528,4,6,24,45,1,465.7
111529,4,6,24,57,1,216.18
111530,4,6,24,59,1,2032.6
111531,4,6,24,89,1,764.46
111532,4,6,24,93,3,860.2333333333335
111533,4,6,24,96,2,2207.15
111534,4,6,24,100,4,371.01250000000005
111535,4,6,25,33,2,1081.025
111536,4,6,25,34,3,825.9533333333334
111537,4,6,25,38,3,1188.0366666666666
111538,4,6,25,43,1,361.8
111539,4,6,25,44,1,368.64
111540,4,6,25,54,1,297.29
111541,4,6,25,59,3,1306.6466666666665
111542,4,6,25,60,1,2637.14
111543,4,6,25,93,1,1464.01
111544,4,6,25,96,11,2939.612727272727
111545,4,6,25,99,2,343.96500000000003
111546,4,6,25,100,8,433.7625
111547,4,6,26,3,1,1828.98
111548,4,6,26,17,1,219.76
111549,4,6,26,33,3,652.39
111550,4,6,26,38,7,1933.49
111551,4,6,26,39,2,19376.015
111552,4,6,26,44,1,2156.0
111553,4,6,26,54,1,3322.94
111554,4,6,26,57,1,203.46
111555,4,6,26,59,3,2043.13
111556,4,6,26,89,2,356.9
111557,4,6,26,93,2,1805.665
111558,4,6,26,96,15,2849.400666666667
111559,4,6,26,99,2,491.46500000000003
111560,4,6,26,100,10,502.79200000000003
111561,4,6,27,29,1,210.92
111562,4,6,27,33,2,752.97
111563,4,6,27,38,5,880.1700000000001
111564,4,6,27,39,1,1371.64
111565,4,6,27,45,2,329.235
111566,4,6,27,50,1,699.38
111567,4,6,27,54,1,501.27
111568,4,6,27,56,1,4386.18
111569,4,6,27,57,1,291.38
111570,4,6,27,59,2,1667.5149999999999
111571,4,6,27,93,2,593.01
111572,4,6,27,96,8,2033.9775000000002
111573,4,6,27,99,4,1543.7825
111574,4,6,27,100,9,890.7733333333333
111575,4,6,28,33,1,505.81000000000006
111576,4,6,28,38,3,874.4233333333333
111577,4,6,28,39,1,7572.55
111578,4,6,28,44,1,4540.599999999999
111579,4,6,28,46,1,3507.0400000000004
111580,4,6,28,50,1,6490.02
111581,4,6,28,51,1,478.66
111582,4,6,28,59,1,1089.84
111583,4,6,28,86,1,565.0
111584,4,6,28,93,1,424.58
111585,4,6,28,96,6,4734.983333333333
111586,4,6,28,100,7,491.3614285714285
111587,4,6,29,33,4,1518.625
111588,4,6,29,34,1,1222.06
111589,4,6,29,38,3,2025.5999999999997
111590,4,6,29,39,1,1244.54
111591,4,6,29,51,1,384.01
111592,4,6,29,59,3,1707.8400000000001
111593,4,6,29,86,1,539.6899999999999
111594,4,6,29,93,4,959.12
111595,4,6,29,96,8,2718.865
111596,4,6,29,99,2,1697.38
111597,4,6,29,100,5,1062.554
111598,4,6,30,31,1,208.63
111599,4,6,30,33,2,1115.4
111600,4,6,30,96,1,1050.33
111601,4,6,30,100,2,467.40500000000003
111602,4,6,31,56,1,2280.12
111603,4,6,32,3,1,651.2
111604,4,6,32,50,1,4433.9
111605,4,6,32,99,3,2950.1100000000006
111606,4,6,32,100,1,3149.13
111607,4,6,33,3,1,696.3
111608,4,6,33,99,1,251.89
111609,4,6,33,100,1,307.64
111610,4,6,34,3,1,994.4
111611,4,6,34,44,1,658.3
111612,4,6,34,96,1,11320.95
111613,4,6,34,99,1,257.5
111614,4,6,34,100,2,713.375
111615,4,6,39,49,1,211.84
111616,4,6,40,33,1,215.85
111617,4,6,48,3,2,1120.71
111618,4,6,48,96,1,412.78
111619,4,6,50,3,2,436.38
111620,4,6,52,100,1,377.58
111621,4,6,53,3,1,232.0
111622,4,6,54,83,1,398.5
111623,4,6,55,3,1,1011.03
111624,4,6,55,4,1,408.9
111625,4,6,55,89,1,258.43
111626,4,6,55,100,3,360.45
111627,4,6,56,4,2,1702.3
111628,4,6,56,41,1,642.23
111629,4,6,56,44,1,284.29
111630,4,6,56,99,1,941.01
111631,4,6,56,100,4,279.83500000000004
111632,4,6,58,4,3,2162.133333333333
111633,4,6,58,44,1,259.95
111634,4,6,58,88,1,3681.85
111635,4,6,58,93,1,269.5
111636,4,6,58,100,12,305.90333333333336
111637,4,6,60,4,1,220.12
111638,4,6,60,99,1,968.32
111639,4,6,60,100,4,368.895
111640,4,6,61,3,1,204.42
111641,4,6,61,99,2,681.45
111642,4,6,61,100,2,299.43
111643,4,6,62,3,2,665.6199999999999
111644,4,6,62,4,3,1269.32
111645,4,6,62,100,4,367.4325
111646,4,6,63,4,2,275.48
111647,4,6,63,71,1,634.16
111648,4,6,66,100,4,278.4325
111649,4,6,67,100,2,274.255
111650,4,6,68,100,1,459.88
111651,4,6,72,100,1,2060.7
111652,4,6,74,88,1,250.1
111653,4,6,74,100,2,282.90999999999997
111654,4,6,75,100,1,301.94
